trial_id,label,t_verify_used,V_score,n_matches,sun_shift,blur_sigma,occl_frac,honest_tile,byzantine_tile,inference_ms
228,honest,0.3,0.65,13,15.0,1.0,0.0,tile_47.4010_8.5575_47.4065_8.5630.png,,6.6
229,honest,0.3,0.75,15,15.0,1.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.6
230,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,6.6
231,honest,0.3,0.65,13,15.0,1.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.6
232,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5520_47.4100_8.5575.png,,6.8
233,honest,0.3,0.35,7,-15.0,1.0,0.0,tile_47.3900_8.5410_47.3955_8.5465.png,,6.7
234,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5630_47.4065_8.5685.png,,6.7
235,honest,0.3,0.9,18,0.0,1.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,6.6
236,honest,0.3,0.7,14,15.0,1.0,0.0,tile_47.3955_8.5410_47.4010_8.5465.png,,6.8
237,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,6.6
238,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,6.6
239,honest,0.3,0.65,13,15.0,1.0,0.0,tile_47.4010_8.5300_47.4065_8.5355.png,,6.7
240,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4010_8.5410_47.4065_8.5465.png,,6.7
